id,y
1,80.1507110596
2,100.337593079
3,81.7408981323
4,79.1425476074
5,115.700523376
8,96.4514465332
10,113.578132629
11,95.3422393799
12,114.872024536
14,94.6913604736
15,114.072914124
16,106.646224976
17,98.279296875
19,94.6696014404
20,104.991241455
21,96.9475631714
22,116.377342224
23,98.1863861084
26,97.8495559692
28,95.03540802
29,98.1863861084
33,98.1926651001
35,94.6902313232
41,97.9785919189
42,93.6745452881
43,116.832824707
45,103.496292114
46,103.550361633
51,94.4548873901
53,83.2430114746
55,112.253318787
56,94.102180481
57,104.461151123
58,95.1932678223
59,103.784042358
63,112.656562805
64,93.8770065308
65,104.855865479
69,94.5592880249
71,94.9559249878
72,104.639251709
73,94.7785110474
76,104.259895325
77,104.280944824
78,115.798843384
82,94.4609527588
83,104.88129425
84,94.1401367188
85,103.811386108
87,112.177215576
88,96.7007980347
89,113.998062134
91,95.2949752808
93,94.7712020874
94,104.527580261
95,94.1315231323
96,111.325782776
97,93.5540466309
98,112.184165955
99,94.4472732544
101,104.313224792
103,113.974708557
104,93.6306762695
105,111.277961731
110,95.5774536133
111,112.418434143
113,112.213195801
114,93.9799880981
115,116.52557373
117,113.958137512
120,94.2187957764
121,112.031066895
122,93.7640304565
123,112.068458557
126,112.550094604
132,111.255805969
135,104.464790344
137,104.251068115
138,93.9984893799
140,93.9105758667
142,114.330780029
144,112.332473755
148,93.6930084229
149,111.436851501
155,93.7143936157
156,111.947143555
157,93.6344451904
162,112.970840454
163,94.9661102295
167,94.9302215576
172,116.770370483
179,112.454994202
180,93.7581176758
181,111.017433167
182,95.3842926025
183,114.020774841
185,114.020774841
187,111.574638367
188,94.3989105225
189,94.4198684692
191,93.7192993164
192,114.902626038
193,94.6955795288
194,112.603340149
195,93.6011428833
196,113.041893005
198,94.9129714966
199,112.157394409
201,105.12285614
204,94.116104126
205,106.912132263
206,94.0773773193
210,94.1360092163
211,104.988273621
216,112.421363831
219,114.861839294
220,93.1336288452
221,111.230941772
226,110.846893311
227,94.1708908081
228,112.272460938
230,112.054733276
231,93.6172790527
235,116.215675354
236,94.352935791
238,111.937744141
242,105.737487793
243,94.676109314
244,79.3877563477
245,110.687705994
247,115.298164368
248,93.8871994019
249,94.3268356323
250,111.909629822
251,94.3964538574
253,116.229957581
254,93.9784011841
256,94.4077911377
257,93.4450683594
258,112.217079163
259,94.7855377197
262,84.0749816895
266,93.3076629639
267,113.15512085
272,104.294792175
273,113.852111816
275,94.1646194458
276,113.358596802
279,95.223197937
280,104.998336792
283,93.9354858398
285,111.94405365
288,113.906791687
289,94.8632583618
290,104.71031189
291,94.6680755615
292,111.123977661
293,111.763046265
296,93.4719619751
297,112.128517151
298,115.790145874
299,94.5808105469
304,93.2411956787
305,88.3977508545
306,93.5519866943
307,110.58417511
311,107.408081055
313,110.706039429
314,93.6514434814
316,94.8736495972
324,93.953918457
327,95.0381469727
329,93.1694488525
330,112.191497803
337,104.323852539
338,94.3572692871
339,105.259719849
340,93.8132019043
343,94.277961731
345,114.27759552
346,95.565574646
347,113.04712677
349,113.526870728
350,94.0903167725
352,112.587303162
353,93.9667358398
354,78.4442901611
357,93.9093017578
358,112.709518433
362,113.568778992
364,116.32094574
365,104.473930359
366,93.5964050293
367,112.168357849
368,94.9917831421
370,78.6995544434
373,94.8519287109
377,93.6680984497
378,111.072601318
382,103.896789551
384,112.292625427
390,93.3533248901
392,112.090011597
393,110.921302795
395,94.3275222778
396,104.851882935
399,78.1253662109
406,111.052124023
408,111.052124023
409,94.8957519531
410,79.6111297607
412,112.688957214
413,93.0296478271
419,93.6062698364
420,112.56791687
421,92.9562835693
430,102.168670654
434,94.078163147
436,94.2672805786
437,94.0654144287
438,93.6664657593
439,112.103424072
440,94.4719009399
443,113.731987
446,93.9640045166
448,93.6784210205
452,94.0402984619
453,103.974411011
457,104.929626465
458,94.4634094238
459,112.279899597
460,103.432731628
462,108.113945007
464,103.416954041
465,114.917304993
467,113.985984802
471,111.962661743
472,78.1137313843
473,93.8848342896
475,94.0190353394
480,94.5904006958
488,111.921737671
490,110.772094727
491,104.247718811
492,78.4927139282
493,94.1852111816
497,93.4444580078
498,113.668510437
499,94.8218154907
500,103.448387146
501,94.3644180298
502,113.471717834
506,83.2475814819
510,111.884368896
511,94.0396118164
512,93.0180053711
516,94.1609420776
518,93.6114425659
519,113.435684204
521,93.5580291748
522,112.69985199
526,112.353050232
529,94.4996337891
532,111.823730469
533,93.7145004272
536,113.468467712
537,101.82535553
539,94.5078048706
540,104.239555359
541,93.9856414795
543,94.3461227417
546,112.367218018
547,94.1254501343
548,78.6894683838
551,94.2786407471
552,103.622581482
556,104.276481628
557,94.9090881348
558,112.386634827
559,94.5805206299
560,106.848640442
562,107.213218689
566,94.4776306152
570,113.668510437
571,94.0402755737
572,104.812301636
573,94.370880127
575,114.900032043
576,113.127807617
577,93.8743667603
579,93.2968292236
580,113.174942017
581,111.147064209
589,110.765380859
591,102.804382324
593,94.1321487427
594,103.8931427
595,94.1828231812
598,93.8349914551
602,111.642303467
604,112.496009827
606,112.042785645
608,93.5056304932
609,104.791427612
610,94.3837127686
616,112.619628906
617,94.2316665649
618,103.035186768
620,104.08870697
622,111.273300171
623,93.1140670776
624,111.465141296
626,112.632278442
628,112.447319031
629,93.8763504028
630,112.512908936
637,95.0255432129
638,104.205162048
643,96.9868164062
645,94.5265731812
646,114.07800293
648,94.7570419312
652,94.486946106
653,94.0249099731
654,113.591957092
656,112.479385376
657,94.0981903076
659,93.7458267212
660,104.040634155
663,93.334854126
664,112.919647217
666,104.040847778
668,111.884147644
669,93.3822021484
671,94.2399215698
675,93.8103408813
677,94.0793914795
678,110.930770874
679,105.688446045
682,95.7424087524
685,104.276626587
687,93.5296020508
688,93.5649261475
693,111.808418274
696,94.333152771
698,95.0927810669
701,96.5068359375
704,104.750564575
705,116.260749817
709,112.758201599
710,94.3556594849
711,104.008049011
712,94.3702926636
714,112.11026001
715,93.9213180542
716,110.861549377
717,94.7450485229
720,114.179084778
721,93.7051696777
724,114.667526245
725,93.6663818359
726,113.082366943
728,112.273544312
731,93.9290237427
734,104.334564209
738,93.5315322876
745,111.664825439
746,93.0579605103
751,80.5959701538
754,94.4204864502
756,93.8876724243
758,94.0482788086
759,111.60697937
761,115.754302979
766,94.401260376
767,111.51751709
768,93.3476638794
769,113.749465942
770,96.0469894409
771,79.6826324463
772,105.671768188
773,94.2225875854
774,112.258499146
776,112.110618591
777,93.7835464478
780,116.361755371
782,103.947235107
787,103.425300598
788,94.4817352295
792,93.2532806396
793,111.749588013
798,95.5187454224
800,94.1893005371
806,111.477035522
809,112.773757935
811,115.44631958
812,93.4580154419
814,115.723587036
816,106.710128784
817,94.5750656128
818,112.408500671
820,113.385681152
823,94.5080108643
