ID,y
1,81.3016915839
2,99.634387842
3,82.379461294
4,78.7900398734
5,114.861515214
8,95.3054857526
10,113.661444285
11,96.335346831
12,117.776458581
14,95.1678582184
15,117.341531914
16,108.504145149
17,105.608538958
19,94.5033214103
20,105.015050753
21,97.7889707943
22,117.661536969
23,96.8611184659
26,94.5076022026
28,94.1129165925
29,96.7435423719
33,96.7256936062
35,94.7331186061
41,96.7714703791
42,93.7924050652
43,116.438233166
45,104.487429309
46,104.473842708
51,94.3679523066
53,79.9007551398
55,112.307898887
56,94.4253528799
57,104.345840217
58,94.6838089799
59,104.429122544
63,112.743764526
64,94.2756988005
65,105.395450498
69,94.6534208644
71,94.7838760498
72,104.296542728
73,94.561931284
76,104.531508475
77,104.249030302
78,115.524426205
82,94.5423682998
83,105.395383348
84,94.4688876102
85,103.94219017
87,112.332942941
88,94.2865943568
89,112.990177487
91,94.6283496877
93,94.7029167404
94,104.207949685
95,96.6105088192
96,112.095061419
97,93.3792539221
98,112.037097396
99,94.5095801634
101,104.401771554
103,112.975877767
104,93.8458628517
105,112.341306994
110,95.1498030891
111,112.562224061
113,112.602850755
114,94.1608459622
115,114.936577044
117,112.974959737
120,94.0567497725
121,112.364673309
122,93.5678950484
123,112.954302453
126,112.521536056
132,111.814607335
135,104.301010084
137,104.159166002
138,94.7480453293
140,94.3886633666
142,113.638124766
144,112.356353283
148,93.1631917879
149,112.923177596
155,93.7728208537
156,112.506080893
157,93.287122456
162,112.372357051
163,94.2859776537
167,94.4454777358
172,116.390714872
179,112.716482342
180,93.36923276
181,111.643627079
182,95.1539054084
183,112.908020234
185,112.908012773
187,111.707192018
188,94.5506322279
189,94.3968665808
191,93.8041552969
192,112.087827312
193,94.351483598
194,112.240985438
195,94.029512957
196,112.68939196
198,95.0061673645
199,112.47353186
201,104.999187918
204,94.2554969066
205,105.714948481
206,94.4244544637
210,94.2586313482
211,104.382073821
216,112.525903162
219,115.954804036
220,93.137493186
221,111.484550476
226,111.643602591
227,94.1449062945
228,112.354494565
230,112.31685893
231,93.2265091973
235,115.982525502
236,94.4165602981
238,112.380702377
242,104.477897727
243,94.6463333882
244,80.651491598
245,112.286088385
247,114.567968598
248,93.9365650929
249,94.0830667851
250,112.133328167
251,94.4133136807
253,116.157503768
254,93.9299184201
256,94.613831823
257,93.2836597673
258,112.726313946
259,94.5363614969
262,79.164187096
266,93.8282371029
267,113.824215343
272,104.01482278
273,112.856976386
275,93.8437235572
276,113.223281143
279,94.7375053457
280,105.079965125
283,93.8529252804
285,112.391298176
288,112.856891751
289,94.4634697299
290,104.32901243
291,94.6220890072
292,111.899342307
293,111.828322331
296,93.270946824
297,112.28171083
298,115.639946931
299,94.5940137766
304,93.4500758086
305,87.5843789369
306,93.9886226767
307,111.649708074
311,109.845406801
313,111.66759556
314,93.8689747487
316,93.9983709942
324,95.7604934498
327,94.5845388188
329,93.4593323697
330,112.102882225
337,104.316948123
338,94.5069097107
339,105.473431121
340,94.2072142879
343,94.5532245582
345,115.371124133
346,94.5754349453
347,113.940959175
349,113.175868656
350,94.1231382052
352,112.497312278
353,93.7420140282
354,78.2822078388
357,94.1384863346
358,112.489191427
362,113.246976193
364,114.923735158
365,103.910037205
366,93.7424565705
367,112.05983096
368,94.833647558
370,79.1734895003
373,94.5888025876
377,93.8723042261
378,111.877693376
382,103.927515605
384,112.442299408
390,94.0482944114
392,112.396447153
393,111.868710702
395,94.4840381721
396,104.767222852
399,78.7439340773
406,111.588666896
408,111.588659435
409,94.4679218635
410,79.7842921248
412,112.337513222
413,93.2221412972
419,94.0506273018
420,112.423487816
421,93.292564963
430,103.584287565
434,94.1664747299
436,94.3940691189
