ID,y
1,77.0382766724
2,95.8745346069
3,77.9599304199
4,76.5824890137
5,111.296142578
8,90.9767684937
10,110.467811584
11,94.2321395874
12,115.112258911
14,94.2114257812
15,114.843849182
16,103.708854675
17,97.2016220093
19,94.3233184814
20,104.672317505
21,98.8112869263
22,116.121231079
23,97.3406906128
26,95.4207763672
28,93.9551849365
29,97.3406906128
33,97.3406906128
35,94.6110916138
41,97.1608428955
42,93.5176620483
43,116.465789795
45,102.02722168
46,101.647125244
51,94.0362091064
53,77.7993545532
55,113.11832428
56,93.5028457642
57,104.449798584
58,94.7768707275
59,104.218078613
63,111.684684753
64,93.4863510132
65,105.648071289
69,94.3133392334
71,93.9966049194
72,103.192848206
73,94.3091659546
76,104.683601379
77,105.170394897
78,114.197235107
82,94.4268875122
83,105.648071289
84,94.2969436646
85,102.792816162
87,111.454772949
88,97.1608428955
89,113.131507874
91,94.3160400391
93,95.2110290527
94,103.680381775
95,94.7543716431
96,111.2315979
97,92.4409408569
98,112.039016724
99,94.2014007568
101,103.520606995
103,113.131507874
104,93.7074203491
105,111.660270691
110,93.8190536499
111,112.028816223
113,112.424285889
114,93.5169448853
115,111.459281921
117,113.131507874
120,94.6997146606
121,113.04851532
122,94.2805480957
123,111.37147522
126,112.27973938
132,112.203063965
135,104.648124695
137,104.715637207
138,93.972618103
140,93.8441925049
142,111.663520813
144,112.932289124
148,91.5988311768
149,112.789489746
155,93.5433197021
156,112.139846802
157,92.4409408569
162,113.177772522
163,95.4541931152
167,93.8501205444
172,116.465789795
179,113.496696472
180,93.5389099121
181,110.908920288
182,95.8001251221
183,113.131507874
185,113.131507874
187,111.69229126
188,94.2903671265
189,94.4562835693
191,93.3080825806
192,112.972991943
193,94.1124954224
194,111.066139221
195,92.4087982178
196,112.134719849
198,93.8731002808
199,112.421905518
201,103.976020813
204,93.7822570801
205,105.162399292
206,93.5551452637
210,94.5550613403
211,103.520606995
216,112.594734192
219,115.320411682
220,94.1293182373
221,110.874725342
226,110.908920288
227,94.4339599609
228,112.039535522
230,112.118408203
231,92.4409408569
235,116.529388428
236,93.55859375
238,112.173683167
242,104.036315918
243,94.0597076416
244,78.5728912354
245,109.786262512
247,113.051368713
248,93.8506546021
249,95.175819397
250,112.672332764
251,93.55859375
253,116.529388428
254,94.4963760376
256,93.604385376
257,91.4493713379
258,112.397338867
259,94.2133865356
262,79.0150909424
266,94.0681762695
267,112.651885986
272,102.504302979
273,113.131507874
275,94.0429077148
276,113.063362122
279,94.5436935425
280,105.648071289
283,93.7054138184
285,111.634223938
288,113.131507874
289,94.2860641479
290,104.260665894
291,94.7502746582
292,111.078910828
293,110.832382202
296,96.7503128052
297,111.997596741
298,113.932296753
299,94.4356918335
304,93.0790786743
305,78.0740966797
306,92.7233428955
307,110.958755493
311,110.231491089
313,110.897468567
314,92.584777832
316,92.3021697998
324,92.9435043335
327,94.1038818359
329,93.4987487793
330,111.081062317
337,104.6512146
338,94.2126541138
339,103.681182861
340,93.4729385376
343,93.4373779297
345,114.746582031
346,95.0959701538
347,112.335502625
349,114.20967865
350,93.3809814453
352,112.814224243
353,92.6124801636
354,78.0756530762
357,93.1264953613
358,113.018692017
362,111.768966675
364,115.439338684
365,102.487388611
366,91.7782516479
367,111.76675415
368,95.1952667236
370,77.8539886475
373,94.5556716919
377,92.6137084961
378,110.043457031
382,104.696868896
384,111.874443054
390,95.1320419312
392,112.930755615
393,111.349899292
395,94.8337554932
396,105.703277588
399,79.2622756958
406,110.897468567
408,110.897468567
409,93.3392105103
410,77.9664306641
412,114.154220581
413,91.1022415161
419,95.0814056396
420,112.911132812
421,91.7422943115
430,100.347564697
434,93.6591491699
436,95.3659667969
437,93.5636749268
438,92.1470108032
439,112.073127747
440,94.2021636963
443,112.07384491
446,93.5807418823
448,93.7785644531
452,93.7520751953
453,104.399055481
457,103.72719574
458,93.7045440674
459,113.641738892
460,101.8804245
462,104.229064941
464,102.173477173
465,115.112258911
467,118.07736969
471,109.986053467
472,77.7748260498
473,93.1667785645
475,94.5885772705
480,94.4869689941
488,111.364860535
490,110.958755493
491,103.06854248
492,78.3818130493
493,94.1035995483
497,92.1867752075
498,113.367012024
499,94.658782959
500,101.754432678
501,93.734664917
502,112.994934082
506,77.2518692017
510,110.286201477
511,92.7728881836
512,93.145324707
516,95.2903289795
518,91.5939178467
519,112.072181702
521,93.3877029419
522,111.529174805
526,113.400596619
529,94.814163208
532,112.518112183
533,93.583946228
536,113.363777161
537,98.260559082
539,94.5888824463
540,103.157218933
541,94.9867935181
543,94.6408462524
546,113.170852661
547,93.2505264282
548,78.1465682983
551,93.121307373
552,103.007843018
556,103.077728271
557,95.2859802246
558,111.76675415
559,94.5293426514
560,103.936752319
562,105.095237732
566,93.8680877686
570,113.367012024
571,93.5636749268
572,105.329467773
573,94.4009933472
575,115.112258911
576,112.236564636
577,93.6249313354
579,91.8365325928
580,111.631340027
581,112.3019104
589,110.958755493
591,103.110557556
593,95.0845489502
594,103.817054749
595,94.3830108643
598,92.9211730957
602,111.377799988
604,112.822631836
606,111.647140503
608,92.0099563599
609,103.593833923
610,94.0124816895
616,111.663658142
617,94.7216339111
618,101.996780396
620,104.246269226
622,112.304496765
623,91.7295074463
624,128.013305664
626,112.757820129
628,112.649757385
629,94.8061447144
630,112.044494629
637,93.41015625
638,104.529006958
643,98.1828842163
645,94.4869689941
646,116.122657776
648,94.9146652222
652,93.8759155273
653,93.391960144
654,113.367012024
656,113.968322754
657,95.5390625
659,94.2597885132
660,103.823204041
663,92.5552368164
664,113.035362244
666,103.078773499
668,111.602279663
669,93.6121139526
671,95.5403747559
675,93.6743164062
677,93.8553390503
678,110.212654114
679,102.89654541
682,93.9955673218
685,103.548591614
687,94.3593063354
688,92.8956375122
693,111.456886292
696,92.9591751099
698,94.0095367432
701,98.7075424194
704,103.837692261
705,115.485481262
709,112.328330994
710,95.0194091797
711,103.993286133
712,94.2861099243
714,111.586120605
715,93.8562164307
716,110.97101593
717,93.7984848022
720,114.723648071
721,93.1604385376
724,101.638824463
725,92.7726669312
726,110.671463013
728,110.935798645
731,93.9877319336
734,103.971702576
738,93.2266159058
745,111.060379028
746,92.4410629272
751,78.4660873413
754,93.6098861694
756,94.2194366455
758,94.2897491455
759,112.540885925
761,113.847137451
766,95.2902984619
767,111.635978699
768,91.6493988037
769,113.126045227
770,94.7690353394
771,78.2981796265
772,104.515258789
773,93.131942749
774,112.881317139
776,111.937286377
777,94.1641540527
780,116.672134399
782,103.728385925
787,103.381454468
788,94.6140899658
792,91.4714736938
793,113.263725281
798,95.1018371582
800,92.7943878174
806,110.97101593
809,112.180656433
811,113.346199036
812,92.7605667114
814,115.033042908
816,103.821334839
817,94.4820709229
818,108.662384033
820,111.012466431
823,93.6574249268
829,92.0308685303
830,112.478149414
831,90.8466720581
834,111.354881287
839,93.7491073608
841,78.7781295776
844,103.759918213
845,93.765663147
848,93.5336227417
850,93.3025512695
851,102.673477173
852,92.6675720215
854,93.0388946533
855,94.4759292603
856,101.589324951
859,102.70464325
861,112.881317139
864,93.2934951782
865,112.844337463
866,93.4130096436
867,93.3505706787
869,94.8792037964
871,92.3748016357
872,110.97101593
882,102.746307373
883,93.695098877
885,94.074256897
888,94.345451355
893,110.923217773
901,110.242279053
903,103.501152039
904,94.5816574097
905,103.699493408
910,94.6849822998
911,111.682868958
914,111.722175598
918,110.580863953
921,90.7550964355
928,94.3553543091
929,103.739089966
932,92.826713562
933,103.817329407
934,94.6849822998
935,112.530647278
937,78.7274398804
939,94.7450408936
940,101.81716156
941,94.8814697266
942,103.840003967
943,94.0913696289
944,102.416595459
947,110.97101593
949,111.425888062
951,110.447036743
952,95.7114105225
953,103.501152039
954,78.327331543
957,112.138298035
959,90.8966598511
960,112.644432068
963,115.033042908
965,110.97101593
967,103.375907898
971,94.3374252319
972,78.3706893921
973,93.932510376
974,112.146141052
975,94.7265777588
978,116.148170471
980,113.461456299
981,94.296257019
984,112.968391418
986,94.6849822998
988,91.6493988037
989,111.908477783
990,107.769554138
992,110.242279053
996,93.7508773804
999,112.588928223
1000,94.7637863159
1001,112.844337463
1002,92.078163147
1003,111.937286377
1004,91.9161300659
1008,111.768379211
1009,93.9539108276
1010,105.000144958
1012,117.820632935
1013,92.990562439
1014,110.109451294
1015,93.5168075562
1016,115.285591125
1019,94.7109298706
1020,111.456665039
