id,y
1,81.6660690308
2,99.2256622314
3,80.2877044678
4,79.7604980469
5,116.713973999
8,97.2328948975
10,112.164047241
11,97.1712188721
12,114.375961304
14,97.339805603
15,114.453857422
16,104.715362549
17,97.5633468628
19,97.4078826904
20,104.450210571
21,97.9500732422
22,114.850982666
23,97.5633468628
26,96.8152389526
28,95.018409729
29,94.971786499
33,94.971786499
35,95.0895004272
41,95.0415649414
42,95.0705490112
43,115.843811035
45,103.494438171
46,103.646492004
51,94.6260147095
53,80.0478363037
55,111.572784424
56,94.6260147095
57,103.863441467
58,95.1017913818
59,103.476341248
63,111.954750061
64,94.8528366089
65,104.424560547
69,95.1251220703
71,95.1017913818
72,103.668838501
73,95.0847854614
76,103.670570374
77,103.849662781
78,114.850746155
82,95.0998382568
83,104.424560547
84,94.6260147095
85,103.847541809
87,111.785636902
88,94.971786499
89,112.48273468
91,95.0828323364
93,95.0847854614
94,103.922119141
95,94.9064865112
96,111.26700592
97,94.9438018799
98,111.793899536
99,95.0828323364
101,103.881156921
103,112.48273468
104,94.5268554688
105,111.286888123
110,95.0847854614
111,111.811355591
113,112.003257751
114,94.6317520142
115,115.485176086
117,112.48273468
120,94.9836807251
121,111.756111145
122,94.9438018799
123,111.900238037
126,111.811592102
132,111.349693298
135,104.195587158
137,104.156173706
138,94.6260147095
140,94.6260147095
142,112.932975769
144,111.783721924
148,94.9438018799
149,113.08379364
155,94.6554794312
156,111.885383606
157,94.9438018799
162,111.787528992
163,95.0847854614
167,94.8651275635
172,115.843811035
179,111.981506348
180,95.208442688
181,111.880401611
182,94.8651275635
183,112.48273468
185,112.48273468
187,111.330093384
188,95.0998382568
189,94.6260147095
191,94.5268554688
192,112.330314636
193,94.8651275635
194,111.945869446
195,94.5438613892
196,112.124053955
198,95.2207260132
199,111.805709839
201,104.40965271
204,95.0304641724
205,104.788253784
206,94.6141204834
210,94.6260147095
211,103.881156921
216,111.982727051
219,114.375961304
220,94.5030517578
221,111.277832031
226,111.880401611
227,94.9836807251
228,111.799125671
230,112.259513855
231,94.9438018799
235,114.850982666
236,94.6260147095
